Catalog;HIP;RAhms;DEdms;RAdeg;DEdeg;
H;99316;20 09 34.30;+16 48 19.2;302.39292263;+16.80533865;
H;99317;20 09 34.39;+18 46 57.1;302.39328343;+18.78251621;
H;99319;20 09 34.59;-23 52 36.2;302.39414283;-23.87672608;
H;99318;20 09 34.78;-82 48 18.0;302.39492411;-82.80500136;
H;99320;20 09 35.23;-02 23 28.7;302.39680393;-02.39129606;
H;99321;20 09 35.40;+60 24 16.4;302.39748983;+60.40455728;
H;99322;20 09 36.42;-14 17 12.1;302.40175168;-14.28668893;
H;99323;20 09 36.64;+30 43 02.4;302.40267848;+30.71732266;
H;99325;20 09 37.01;+04 59 51.3;302.40420053;+04.99759489;
H;99324;20 09 37.19;+33 24 39.1;302.40496406;+33.41085672;
H;99326;20 09 37.35;-34 31 58.0;302.40562780;-34.53276549;
H;99327;20 09 39.60;+21 04 43.7;302.41498401;+21.07881008;
H;99328;20 09 39.71;+17 49 23.3;302.41547735;+17.82313510;
H;99329;20 09 39.93;-42 30 03.1;302.41638963;-42.50087203;
H;99330;20 09 40.06;+76 14 42.5;302.41692222;+76.24515103;
H;99331;20 09 40.57;+40 25 42.3;302.41903014;+40.42841105;
H;99332;20 09 41.13;-03 07 44.1;302.42136042;-03.12890765;
H;99333;20 09 41.98;-18 20 47.9;302.42493159;-18.34663138;
H;99334;20 09 42.02;+32 02 03.9;302.42506951;+32.03441588;
H;99335;20 09 42.84;-45 22 01.3;302.42851277;-45.36703323;
H;99336;20 09 44.23;+41 29 36.5;302.43427897;+41.49346970;
H;99337;20 09 45.16;-22 08 42.1;302.43817346;-22.14502931;
H;99338;20 09 45.33;-72 45 45.3;302.43886759;-72.76257751;
H;99339;20 09 46.15;-45 22 26.0;302.44230067;-45.37388826;
H;99340;20 09 47.03;+42 32 28.8;302.44597105;+42.54134259;
H;99341;20 09 47.05;-58 00 25.1;302.44604611;-58.00696260;
H;99342;20 09 47.79;+27 19 53.4;302.44912930;+27.33150800;
H;99344;20 09 48.27;-51 43 05.2;302.45111662;-51.71811059;
H;99343;20 09 48.90;+06 32 07.7;302.45374417;+06.53546346;
H;99345;20 09 49.15;-36 02 01.8;302.45479499;-36.03382137;
H;99346;20 09 50.41;+39 08 13.0;302.46002336;+39.13694127;
H;99347;20 09 50.58;+45 24 10.5;302.46076938;+45.40292395;
H;99348;20 09 50.89;-37 31 50.4;302.46205314;-37.53067595;
H;99349;20 09 52.97;-17 06 26.2;302.47072619;-17.10729036;
H;99350;20 09 53.60;-29 37 59.1;302.47331432;-29.63308152;
H;99351;20 09 56.20;+20 55 03.3;302.48416632;+20.91759355;
H;99352;20 09 56.61;+20 54 53.2;302.48587588;+20.91478880;
H;99353;20 09 57.38;+25 32 11.3;302.48910416;+25.53646790;
H;99354;20 09 59.19;-41 50 46.9;302.49663635;-41.84634728;
H;99355;20 09 59.66;+61 28 25.4;302.49859873;+61.47371449;
H;99356;20 10 00.16;-35 20 11.0;302.50068091;-35.33638272;
H;99357;20 10 00.94;-13 02 46.9;302.50392351;-13.04635334;
H;99358;20 10 01.32;-63 39 31.5;302.50548409;-63.65873726;
H;99359;20 10 01.64;+36 58 42.4;302.50682778;+36.97844877;
H;99360;20 10 02.30;-33 25 54.4;302.50959382;-33.43178821;
H;99361;20 10 02.37;+28 16 08.8;302.50989007;+28.26911331;
H;99362;20 10 04.26;+26 17 07.5;302.51777082;+26.28542158;
H;99363;20 10 05.27;-27 41 47.9;302.52194058;-27.69664184;
H;99364;20 10 05.86;-43 53 39.1;302.52441908;-43.89419523;
H;99365;20 10 06.74;-25 17 02.4;302.52808721;-25.28399088;
H;99366;20 10 07.68;-11 21 24.8;302.53200862;-11.35687573;
H;99367;20 10 07.83;+08 26 37.8;302.53260844;+08.44382110;
H;99368;20 10 08.82;-36 39 17.3;302.53673322;-36.65481611;
H;99369;20 10 09.33;-38 33 58.8;302.53889193;-38.56634133;
H;99370;20 10 09.35;+45 01 00.2;302.53897333;+45.01672309;
H;99371;20 10 10.13;-63 37 22.6;302.54220547;-63.62295296;
H;99372;20 10 11.66;+36 11 28.8;302.54859655;+36.19133613;
H;99373;20 10 11.74;-45 22 22.1;302.54891703;-45.37281481;
H;99374;20 10 12.19;-31 09 58.0;302.55078277;-31.16612422;
H;99375;20 10 12.46;+03 39 48.6;302.55189653;+03.66349790;
H;99376;20 10 13.31;+43 56 43.4;302.55547863;+43.94538133;
H;99377;20 10 14.20;+36 10 35.1;302.55915172;+36.17642881;
H;99378;20 10 15.06;+68 17 54.2;302.56274015;+68.29838567;
H;99379;20 10 15.49;-79 06 38.2;302.56456075;-79.11062492;
H;99380;20 10 15.90;-47 19 54.7;302.56622989;-47.33187288;
H;99381;20 10 16.06;+61 20 45.0;302.56693252;+61.34583082;
H;99382;20 10 17.19;+26 34 10.9;302.57164361;+26.56969243;
H;99383;20 10 18.43;-41 08 46.8;302.57680970;-41.14633130;
H;99384;20 10 18.98;-31 31 16.5;302.57906517;-31.52125637;
H;99385;20 10 19.86;-20 29 33.1;302.58275051;-20.49251554;
H;99386;20 10 21.32;+21 14 21.7;302.58885059;+21.23936188;
H;99387;20 10 22.27;+55 16 25.0;302.59278937;+55.27361226;
H;99388;20 10 23.10;+49 49 15.7;302.59624932;+49.82102528;
H;99389;20 10 24.22;+51 29 44.4;302.60092364;+51.49565995;
H;99390;20 10 25.16;+16 01 14.5;302.60484072;+16.02068801;
H;99391;20 10 25.46;-19 22 59.4;302.60608664;-19.38315286;
H;99392;20 10 25.78;+05 35 02.7;302.60740588;+05.58409233;
H;99393;20 10 27.15;+25 31 09.9;302.61313909;+25.51941992;
H;99394;20 10 28.04;+25 02 56.6;302.61681923;+25.04904701;
H;99395;20 10 28.85;+44 37 00.7;302.62019405;+44.61685584;
H;99396;20 10 29.65;-06 09 48.5;302.62354814;-06.16347634;
H;99397;20 10 30.54;-53 35 28.4;302.62724218;-53.59122656;
H;99398;20 10 31.13;+14 33 39.8;302.62971571;+14.56106152;
H;99399;20 10 31.72;-33 32 44.6;302.63216402;-33.54572098;
H;99400;20 10 31.82;+28 26 03.4;302.63258507;+28.43426843;
H;99401;20 10 32.10;+30 16 25.3;302.63372981;+30.27369220;
H;99402;20 10 32.24;+29 21 49.7;302.63431382;+29.36381221;
H;99403;20 10 32.85;+52 23 06.0;302.63686224;+52.38501266;
H;99404;20 10 33.52;+26 54 14.9;302.63968695;+26.90413736;
H;99405;20 10 33.70;+48 13 52.2;302.64041661;+48.23118019;
H;99406;20 10 34.71;-46 12 15.7;302.64464173;-46.20435435;
H;99407;20 10 34.77;-71 38 32.3;302.64486395;-71.64230484;
H;99408;20 10 34.81;-39 12 45.0;302.64503571;-39.21250881;
H;99409;20 10 35.13;+33 38 02.7;302.64636607;+33.63408928;
H;99410;20 10 36.00;+09 23 24.9;302.65001374;+09.39023888;
H;99412;20 10 36.69;+37 27 30.7;302.65288722;+37.45852392;
H;99411;20 10 36.83;+34 52 04.0;302.65344230;+34.86777811;
H;99414;20 10 37.81;+57 23 12.0;302.65752456;+57.38665396;
H;99415;20 10 38.23;+33 51 20.6;302.65928109;+33.85570911;
H;99416;20 10 38.34;+33 37 50.7;302.65975688;+33.63075391;
H;99417;20 10 39.07;-46 44 06.0;302.66278743;-46.73500559;
H;99418;20 10 42.68;+48 55 08.9;302.67782534;+48.91915230;
H;99419;20 10 43.56;+37 27 55.2;302.68148046;+37.46534541;
H;99420;20 10 44.26;+41 14 49.3;302.68443148;+41.24702079;
H;99421;20 10 45.15;+20 29 12.7;302.68812006;+20.48686322;
H;99422;20 10 46.46;+52 42 52.1;302.69360252;+52.71447743;
H;99423;20 10 48.27;+23 57 54.0;302.70113138;+23.96498874;
H;99424;20 10 49.59;+47 48 47.2;302.70663157;+47.81311413;
H;99425;20 10 50.05;+23 31 38.3;302.70854644;+23.52730553;
H;99426;20 10 50.21;-43 36 10.6;302.70919848;-43.60295164;
H;99427;20 10 52.27;+77 14 15.8;302.71777449;+77.23772618;
H;99428;20 10 53.47;+43 05 50.4;302.72278508;+43.09732862;
H;99430;20 10 54.31;-32 19 24.3;302.72631142;-32.32341217;
H;99429;20 10 54.32;-38 10 56.6;302.72634098;-38.18238388;
H;99431;20 10 54.39;+30 47 22.9;302.72661999;+30.78968966;
H;99432;20 10 54.62;+04 28 59.6;302.72757097;+04.48323074;
H;99433;20 10 55.60;+84 32 39.9;302.73167864;+84.54441655;
H;99434;20 10 56.20;+22 37 18.6;302.73417179;+22.62184579;
H;99435;20 10 56.92;+68 16 20.0;302.73718662;+68.27222348;
H;99437;20 10 57.02;+35 57 11.5;302.73760042;+35.95318368;
H;99436;20 10 57.04;-53 54 37.4;302.73765351;-53.91038054;
H;99438;20 10 57.08;-30 13 04.4;302.73782769;-30.21790202;
H;99439;20 10 58.28;+41 21 10.0;302.74285302;+41.35276641;
H;99440;20 11 00.44;+32 50 44.3;302.75185157;+32.84563983;
H;99442;20 11 01.06;-64 18 58.2;302.75442781;-64.31616671;
H;99441;20 11 01.18;+36 42 02.1;302.75491988;+36.70059295;
H;99443;20 11 01.71;+42 07 36.4;302.75712689;+42.12678999;
H;99444;20 11 03.27;+40 56 41.7;302.76363639;+40.94491151;
H;99445;20 11 03.53;+21 08 04.2;302.76469664;+21.13450274;
H;99446;20 11 03.58;+17 09 54.1;302.76491679;+17.16502602;
H;99447;20 11 04.28;-03 34 26.1;302.76782570;-03.57392735;
H;99448;20 11 04.73;-43 28 27.9;302.76970896;-43.47441389;
H;99449;20 11 05.07;+32 17 12.6;302.77111378;+32.28683494;
H;99450;20 11 05.95;-06 05 15.7;302.77479946;-06.08768956;
H;99451;20 11 06.14;-49 06 17.9;302.77559138;-49.10497605;
H;99452;20 11 06.33;+16 11 13.3;302.77635847;+16.18702943;
H;99453;20 11 07.41;-57 31 27.0;302.78089426;-57.52415476;
H;99454;20 11 08.36;+39 43 50.2;302.78481876;+39.73060518;
H;99455;20 11 08.93;-16 58 06.2;302.78721110;-16.96840027;
H;99456;20 11 09.64;+06 20 54.9;302.79015987;+06.34857825;
H;99457;20 11 10.08;-08 50 32.4;302.79198547;-08.84233932;
H;99458;20 11 10.27;-04 33 41.3;302.79278540;-04.56146827;
H;99459;20 11 10.76;+00 33 39.2;302.79483104;+00.56088076;
H;99460;20 11 11.24;-20 15 54.3;302.79684230;-20.26508599;
H;99461;20 11 11.61;-36 05 50.6;302.79836763;-36.09738423;
H;99462;20 11 12.97;+19 21 54.5;302.80402687;+19.36513832;
H;99463;20 11 13.78;-39 25 43.7;302.80741505;-39.42881225;
H;99464;20 11 15.39;+16 51 10.8;302.81413580;+16.85299073;
H;99465;20 11 15.79;-43 39 44.2;302.81578207;-43.66228271;
H;99466;20 11 16.22;-76 36 54.0;302.81758886;-76.61499951;
H;99467;20 11 16.30;+26 08 20.1;302.81789676;+26.13891754;
H;99468;20 11 16.61;-17 49 20.1;302.81919925;-17.82224398;
H;99469;20 11 16.93;+41 57 33.0;302.82055688;+41.95915448;
H;99471;20 11 17.01;+12 24 12.8;302.82086236;+12.40356634;
H;99470;20 11 17.04;-00 08 23.3;302.82098107;-00.13980281;
H;99472;20 11 17.43;+21 21 07.3;302.82261261;+21.35203022;
H;99474;20 11 18.25;-15 29 49.3;302.82605660;-15.49702018;
H;99473;20 11 18.26;-00 49 17.3;302.82610327;-00.82147569;
H;99475;20 11 18.27;+69 51 16.4;302.82612613;+69.85454325;
H;99476;20 11 18.84;-00 07 35.0;302.82851414;-00.12639686;
H;99477;20 11 20.59;+08 43 01.8;302.83579505;+08.71716787;
H;99478;20 11 20.94;-28 37 46.3;302.83723579;-28.62952982;
H;99479;20 11 21.02;+21 52 29.9;302.83758369;+21.87496544;
H;99480;20 11 22.79;-63 56 25.8;302.84495454;-63.94049856;
H;99481;20 11 23.29;-68 37 33.6;302.84705244;-68.62601083;
H;99482;20 11 23.58;-07 12 55.2;302.84825950;-07.21533369;
H;99483;20 11 24.07;+05 36 19.9;302.85027943;+05.60553789;
H;99484;20 11 24.95;-21 57 02.3;302.85395973;-21.95064051;
H;99485;20 11 25.36;-46 53 28.9;302.85565371;-46.89135234;
H;99486;20 11 25.71;+38 49 03.3;302.85712403;+38.81757791;
H;99487;20 11 25.87;+29 10 00.9;302.85779516;+29.16692450;
H;99488;20 11 26.68;+06 04 18.7;302.86116024;+06.07186269;
H;99489;20 11 26.76;-28 41 41.1;302.86149488;-28.69475461;
H;99490;20 11 26.85;+46 55 06.3;302.86185664;+46.91842972;
H;99491;20 11 26.91;-15 51 54.5;302.86210735;-15.86513194;
H;99492;20 11 28.02;+01 39 34.0;302.86676365;+01.65943789;
H;99493;20 11 28.69;-24 13 36.6;302.86954439;-24.22683163;
H;99494;20 11 30.11;+18 28 49.5;302.87547733;+18.48042400;
H;99495;20 11 30.17;+01 04 07.8;302.87569267;+01.06882868;
H;99496;20 11 30.72;-64 37 14.1;302.87797984;-64.62057872;
H;99497;20 11 32.72;+21 47 45.8;302.88634437;+21.79604852;
H;99498;20 11 32.86;+33 58 33.8;302.88690261;+33.97605121;
H;99499;20 11 34.22;-27 19 41.6;302.89256655;-27.32823277;
H;99500;20 11 34.74;+62 04 42.1;302.89476753;+62.07834754;
H;99501;20 11 35.33;-20 12 59.8;302.89722754;-20.21660684;
H;99502;20 11 35.94;+47 07 06.3;302.89973718;+47.11842638;
H;99503;20 11 37.47;+15 37 14.6;302.90610447;+15.62071888;
H;99504;20 11 37.68;+38 52 47.1;302.90698298;+38.87975450;
H;99505;20 11 38.16;+14 38 56.1;302.90901277;+14.64890624;
H;99506;20 11 39.35;+63 31 38.7;302.91397207;+63.52742041;
H;99507;20 11 39.66;-04 35 35.8;302.91525003;-04.59328708;
H;99508;20 11 39.99;-04 35 24.3;302.91660683;-04.59008377;
H;99509;20 11 43.50;-66 49 49.3;302.93124883;-66.83036077;
H;99510;20 11 44.94;+19 21 21.8;302.93725581;+19.35604812;
H;99512;20 11 45.83;-59 56 12.7;302.94095668;-59.93686945;
H;99511;20 11 46.32;-80 04 35.7;302.94298876;-80.07657037;
H;99513;20 11 46.40;+38 40 58.2;302.94331695;+38.68282504;
H;99514;20 11 46.96;-12 04 34.6;302.94565728;-12.07628543;
H;99515;20 11 47.38;+40 19 48.0;302.94743583;+40.32999840;
H;99516;20 11 47.55;+03 26 26.4;302.94811989;+03.44068026;
H;99517;20 11 47.89;-52 14 46.8;302.94952363;-52.24632007;
H;99518;20 11 47.97;+26 48 32.5;302.94989008;+26.80901561;
H;99519;20 11 48.76;-20 13 51.7;302.95317027;-20.23102687;
H;99520;20 11 50.66;+26 53 45.5;302.96108780;+26.89595896;
H;99521;20 11 50.69;-63 37 01.1;302.96122507;-63.61698346;
H;99523;20 11 52.59;+26 24 49.1;302.96911945;+26.41364523;
H;99522;20 11 52.60;+03 48 05.5;302.96915835;+03.80153592;
H;99524;20 11 53.05;+29 06 47.0;302.97104115;+29.11304281;
H;99526;20 11 53.49;-40 04 38.3;302.97288551;-40.07731421;
H;99525;20 11 53.53;+36 11 50.6;302.97303898;+36.19738315;
H;99527;20 11 56.06;+20 20 04.4;302.98358039;+20.33456744;
H;99528;20 11 57.13;+26 44 37.4;302.98803496;+26.74372999;
H;99529;20 11 57.90;-12 23 32.5;302.99126270;-12.39235779;
H;99530;20 11 59.02;+59 41 28.9;302.99590407;+59.69135064;
H;99531;20 12 00.70;+26 28 43.8;303.00291076;+26.47883104;
H;99532;20 12 01.92;+34 28 44.2;303.00799535;+34.47893850;
H;99533;20 12 01.99;+07 41 04.0;303.00829858;+07.68445606;
H;99534;20 12 02.22;+23 55 08.8;303.00924182;+23.91912172;
H;99535;20 12 02.49;-21 18 02.8;303.01038657;-21.30078898;
H;99536;20 12 02.55;-26 21 45.4;303.01062454;-26.36260970;
H;99537;20 12 02.87;-50 43 22.6;303.01194871;-50.72295063;
H;99538;20 12 03.52;+60 08 55.7;303.01465414;+60.14880643;
H;99539;20 12 03.74;+47 44 13.3;303.01558749;+47.73703999;
H;99540;20 12 03.85;+15 21 28.1;303.01602283;+15.35781342;
H;99541;20 12 04.26;+09 59 45.1;303.01775855;+09.99586089;
H;99542;20 12 05.48;+46 17 59.3;303.02283248;+46.29979221;
H;99543;20 12 05.55;-10 42 57.1;303.02313554;-10.71587396;
H;99544;20 12 05.64;-69 12 30.4;303.02348691;-69.20844490;
H;99545;20 12 05.77;+21 04 05.4;303.02402536;+21.06816634;
H;99546;20 12 06.55;+38 21 17.8;303.02728233;+38.35495648;
H;99548;20 12 06.94;-47 28 05.9;303.02891583;-47.46830014;
H;99547;20 12 06.96;+07 47 08.5;303.02900471;+07.78568109;
H;99549;20 12 07.02;+06 19 45.5;303.02924298;+06.32931564;
H;99550;20 12 09.34;-12 53 33.7;303.03891089;-12.89269070;
H;99551;20 12 09.68;-77 00 06.1;303.04034319;-77.00168727;
H;99552;20 12 11.22;+02 18 26.0;303.04674760;+02.30722107;
H;99553;20 12 12.26;-29 33 10.7;303.05107268;-29.55296929;
H;99554;20 12 13.03;+12 25 51.7;303.05427281;+12.43101953;
H;99555;20 12 13.35;+17 24 53.9;303.05564089;+17.41497958;
H;99556;20 12 14.17;+37 56 47.0;303.05903078;+37.94640166;
H;99557;20 12 15.00;-18 08 44.6;303.06249518;-18.14572347;
H;99558;20 12 15.32;-08 05 32.1;303.06384601;-08.09224064;
H;99559;20 12 16.49;-80 51 11.9;303.06869117;-80.85331642;
H;99560;20 12 16.55;+80 28 04.6;303.06896568;+80.46795012;
H;99561;20 12 17.02;+57 23 14.0;303.07089999;+57.38721973;
H;99562;20 12 18.30;+34 51 10.8;303.07623131;+34.85298905;
H;99563;20 12 18.44;+16 13 01.6;303.07683393;+16.21710369;
H;99564;20 12 18.61;+32 04 51.8;303.07754110;+32.08106074;
H;99565;20 12 18.93;-44 51 21.6;303.07886595;-44.85601299;
H;99566;20 12 19.45;+32 04 32.7;303.08103951;+32.07576351;
H;99567;20 12 22.83;+32 52 17.9;303.09513263;+32.87163541;
H;99568;20 12 23.64;-35 46 58.1;303.09851907;-35.78279767;
H;99569;20 12 23.76;+30 53 38.2;303.09898038;+30.89393370;
H;99570;20 12 23.86;-42 46 47.3;303.09940397;-42.77981808;
H;99571;20 12 24.79;+39 43 55.9;303.10327832;+39.73218308;
H;99572;20 12 25.76;-12 37 01.3;303.10731366;-12.61702214;
H;99573;20 12 26.39;+53 54 18.4;303.10997856;+53.90511938;
H;99574;20 12 26.48;+34 54 55.7;303.11035346;+34.91547850;
H;99575;20 12 26.81;+11 15 27.7;303.11171898;+11.25768726;
H;99576;20 12 27.94;-62 54 26.6;303.11640904;-62.90737637;
H;99577;20 12 30.23;+11 22 14.4;303.12597249;+11.37066230;
H;99578;20 12 31.62;+11 22 17.4;303.13175724;+11.37151106;
H;99579;20 12 31.73;+51 27 49.0;303.13221351;+51.46360234;
H;99580;20 12 33.13;+40 16 05.5;303.13802537;+40.26818531;
H;99581;20 12 33.25;+25 39 11.3;303.13855161;+25.65314027;
H;99582;20 12 33.93;-09 42 13.1;303.14139449;-09.70365133;
H;99583;20 12 34.23;-58 06 59.2;303.14260883;-58.11645349;
H;99584;20 12 34.79;+13 58 53.4;303.14494690;+13.98150940;
H;99586;20 12 35.10;+66 27 41.5;303.14623201;+66.46153379;
H;99585;20 12 35.12;+00 52 01.6;303.14634666;+00.86710230;
H;99587;20 12 37.87;-09 04 07.8;303.15779109;-09.06882028;
H;99588;20 12 38.61;-06 21 57.9;303.16087567;-06.36609394;
H;99589;20 12 38.81;+13 44 39.8;303.16170544;+13.74437738;
H;99590;20 12 39.82;+33 29 44.2;303.16592612;+33.49561323;
H;99591;20 12 40.22;-34 21 23.7;303.16760220;-34.35657738;
H;99592;20 12 40.51;-23 26 26.5;303.16880924;-23.44070633;
H;99593;20 12 41.64;-13 12 04.0;303.17350370;-13.20112361;
H;99594;20 12 43.11;+28 04 27.6;303.17962192;+28.07434709;
H;99595;20 12 43.23;-50 18 40.6;303.18013120;-50.31127550;
H;99596;20 12 43.35;+35 10 40.8;303.18060571;+35.17800457;
H;99597;20 12 44.88;-10 50 22.8;303.18699956;-10.83967635;
H;99598;20 12 44.93;+29 44 12.3;303.18722800;+29.73675321;
H;99599;20 12 45.11;+47 23 41.4;303.18794924;+47.39482913;
H;99600;20 12 45.87;+04 31 58.3;303.19113749;+04.53286244;
H;99601;20 12 46.23;+32 18 48.7;303.19263351;+32.31352176;
H;99602;20 12 47.14;+15 19 47.4;303.19642093;+15.32984499;
H;99603;20 12 47.31;-24 48 15.9;303.19711045;-24.80440944;
H;99604;20 12 47.32;-02 59 45.4;303.19717475;-02.99595343;
H;99605;20 12 49.86;-34 54 23.0;303.20775894;-34.90639880;
H;99606;20 12 50.17;-34 54 07.5;303.20903772;-34.90207420;
H;99607;20 12 50.93;+16 05 43.7;303.21219426;+16.09548395;
H;99608;20 12 53.09;-05 50 19.6;303.22118958;-05.83876929;
H;99609;20 12 53.70;-22 59 25.8;303.22376881;-22.99049699;
H;99610;20 12 53.92;+19 32 39.5;303.22465120;+19.54430667;
H;99611;20 12 54.49;-07 27 29.2;303.22702459;-07.45810458;
H;99612;20 12 55.33;-39 32 52.4;303.23052366;-39.54788454;
H;99613;20 12 55.98;-26 11 26.6;303.23324896;-26.19071879;
H;99614;20 12 56.90;+40 43 16.3;303.23707304;+40.72118900;
H;99615;20 12 57.62;-58 46 44.3;303.24009028;-58.77897843;
H;120416;20 12 58.08;-56 50 47.9;;;
H;99616;20 12 58.19;-48 58 47.0;303.24246398;-48.97972492;
H;99617;20 12 58.53;+27 17 03.9;303.24389065;+27.28442755;
H;99618;20 12 59.88;+20 56 54.5;303.24951085;+20.94847467;
H;99619;20 13 00.12;+42 50 06.3;303.25049378;+42.83508413;
H;99620;20 13 00.21;-32 44 42.1;303.25086750;-32.74502885;
H;99621;20 13 01.23;-30 33 16.0;303.25512228;-30.55443707;
H;99622;20 13 02.49;+30 28 38.7;303.26036330;+30.47740330;
H;99623;20 13 03.17;+11 51 03.6;303.26319358;+11.85100225;
H;99624;20 13 04.43;-00 19 50.9;303.26843803;-00.33079848;
H;99625;20 13 07.25;+49 11 18.6;303.28019663;+49.18848744;
H;99626;20 13 07.84;-57 28 41.9;303.28267472;-57.47829894;
H;99627;20 13 08.91;-24 52 03.2;303.28711385;-24.86756792;
H;99628;20 13 10.85;+36 43 31.8;303.29521630;+36.72549106;
H;99629;20 13 10.96;+02 56 20.0;303.29566345;+02.93888174;
H;99631;20 13 13.87;-01 00 33.4;303.30778095;-01.00926621;
H;99632;20 13 14.72;-21 26 27.8;303.31134295;-21.44105258;
H;99633;20 13 14.86;+04 06 21.3;303.31190866;+04.10592031;
H;99635;20 13 15.70;+25 31 16.7;303.31539886;+25.52129513;
H;99634;20 13 16.07;-82 01 41.1;303.31695679;-82.02809545;
H;99636;20 13 17.26;-22 03 34.7;303.32192141;-22.05964131;
H;99637;20 13 17.34;-48 19 48.5;303.32225475;-48.33014563;
H;99638;20 13 17.60;+25 14 29.6;303.32333131;+25.24154597;
H;99639;20 13 18.04;+46 48 56.4;303.32517496;+46.81567038;
H;99640;20 13 18.45;+71 06 30.0;303.32688773;+71.10833886;
H;99641;20 13 19.32;+79 39 05.7;303.33050655;+79.65157744;
H;99642;20 13 19.57;-36 18 08.9;303.33154341;-36.30247853;
H;99643;20 13 19.77;+50 37 47.4;303.33238064;+50.62983953;
H;99644;20 13 19.82;+10 47 14.1;303.33259488;+10.78724649;
H;99645;20 13 20.20;+19 56 35.9;303.33414777;+19.94330505;
H;99646;20 13 20.41;+35 35 59.6;303.33503725;+35.59989190;
H;99647;20 13 20.80;+72 53 49.5;303.33666972;+72.89706966;
H;99648;20 13 21.48;+37 44 43.8;303.33949544;+37.74551386;
H;99649;20 13 22.48;+38 45 55.5;303.34368058;+38.76542723;
H;99650;20 13 22.64;+05 18 34.0;303.34433094;+05.30945774;
H;99651;20 13 22.78;-15 25 53.3;303.34491602;-15.43146074;
H;99652;20 13 23.04;-67 15 16.8;303.34601995;-67.25466111;
H;99653;20 13 23.66;+38 43 44.5;303.34856446;+38.72901601;
H;99654;20 13 23.79;+43 48 40.3;303.34913296;+43.81120304;
H;99655;20 13 23.80;+56 34 03.1;303.34917142;+56.56752223;
H;99656;20 13 24.18;-41 44 12.5;303.35073503;-41.73679968;
H;99657;20 13 24.29;+35 08 44.0;303.35119151;+35.14556367;
H;99658;20 13 25.69;+23 27 13.0;303.35704015;+23.45361761;
H;99659;20 13 25.80;+14 24 37.3;303.35749909;+14.41036503;
H;99660;20 13 26.38;-38 21 22.7;303.35991614;-38.35630493;
H;99661;20 13 26.75;-46 12 03.2;303.36145495;-46.20087635;
H;99662;20 13 27.38;+55 07 52.9;303.36409013;+55.13135951;
H;99663;20 13 27.57;+60 38 25.6;303.36487180;+60.64043320;
H;99664;20 13 28.05;+36 49 20.1;303.36686794;+36.82225488;
H;99665;20 13 30.22;-01 12 41.5;303.37590339;-01.21153762;
H;99666;20 13 32.38;-47 42 47.3;303.38492057;-47.71312980;
H;99667;20 13 32.99;+36 19 42.2;303.38745263;+36.32838751;
H;99668;20 13 33.86;-38 26 51.5;303.39107152;-38.44764454;
H;99669;20 13 34.12;+24 31 32.4;303.39215602;+24.52567496;
H;99671;20 13 34.76;-45 35 26.0;303.39481877;-45.59056791;
H;99670;20 13 34.77;+16 15 54.8;303.39487358;+16.26523187;
H;99672;20 13 36.35;+53 39 33.8;303.40147794;+53.65937691;
H;99673;20 13 36.37;+27 57 47.2;303.40154117;+27.96312157;
H;99674;20 13 37.74;+48 09 17.0;303.40724993;+48.15472289;
H;99675;20 13 37.90;+46 44 28.8;303.40792782;+46.74132417;
H;99676;20 13 39.20;+46 42 42.7;303.41331844;+46.71185552;
H;99677;20 13 39.86;+27 32 06.5;303.41608666;+27.53514495;
H;99678;20 13 40.38;-44 36 31.2;303.41825802;-44.60866518;
H;99679;20 13 40.52;+24 14 20.2;303.41884345;+24.23893104;
H;99680;20 13 40.70;+53 07 28.8;303.41956985;+53.12467632;
H;99681;20 13 41.59;-34 07 06.4;303.42329902;-34.11844121;
H;99682;20 13 42.26;+18 10 26.9;303.42607827;+18.17412770;
H;99683;20 13 42.52;-61 32 59.9;303.42715266;-61.54997219;
H;99684;20 13 42.65;-52 13 35.5;303.42769810;-52.22653992;
H;99685;20 13 42.82;+43 22 44.4;303.42839988;+43.37900332;
H;99686;20 13 43.16;+09 41 15.6;303.42984008;+09.68765499;
H;99687;20 13 43.88;-87 49 21.7;303.43283338;-87.82269434;
H;99688;20 13 44.69;+40 50 19.5;303.43620967;+40.83875355;
H;99690;20 13 44.91;-14 11 46.9;303.43711475;-14.19637353;
H;99689;20 13 44.94;+16 09 28.6;303.43724117;+16.15794496;
H;99691;20 13 47.34;+51 14 22.7;303.44723282;+51.23962668;
H;99692;20 13 49.02;-67 27 30.3;303.45426580;-67.45842787;
H;99693;20 13 49.37;-55 10 10.9;303.45570206;-55.16968483;
H;99694;20 13 49.76;-36 02 29.4;303.45732042;-36.04149807;
H;99695;20 13 49.80;-47 36 55.2;303.45751248;-47.61533621;
H;99696;20 13 51.11;+48 55 26.3;303.46295465;+48.92398479;
H;99697;20 13 51.19;+74 33 30.9;303.46330755;+74.55857228;
H;99698;20 13 51.37;+44 50 25.6;303.46402861;+44.84044411;
H;99699;20 13 51.55;+13 23 19.5;303.46480959;+13.38876287;
H;99700;20 13 51.87;+63 10 19.0;303.46610558;+63.17193943;
H;99701;20 13 52.75;-45 09 49.1;303.46980202;-45.16363153;
H;99702;20 13 54.72;+16 55 29.6;303.47799343;+16.92489543;
H;99703;20 13 54.86;-50 19 14.9;303.47859705;-50.32081878;
H;99704;20 13 55.44;+39 09 32.3;303.48100449;+39.15896836;
